Defect ID,Title,App / Module / Page,Journey,Steps to Reproduce,Expected,Actual,Severity,Type,Repro Rate,Evidence,Status
PX-249,Copilot output renders raw markdown instead of formatted text,Global header Copilot,Read a Copilot reply,1. Send any prompt that returns a table,Formatted output,Replies display literal ** markers and unrendered pipe tables as plain text.,P2,UI,2/2,Copilot replies,New
PX-254,Clause-tile gap counts contradict the Annex A SoA for the same standard,/compliance,Report ISO 27001 position,1. Compare the ISO 27001 tile with the Annex A SoA,One figure,"Tile: 101 Gaps. SoA: 79 not yet implemented of 93 assessed. Two authoritative-looking counts of the same thing, 22 apart, in one module.",P2,Data,2/2,Both views,New
PX-257,UVDB Audit History renders raw ISO timestamps,/uvdb,Read audit history,1. Open Audit History,dd/mm/yyyy,Date column shows 2026-02-20T00:00:00. A fourth date format in the platform.,P2,Content,2/2,Audit history table,New
PX-260,'Import external audit' on Customer Audits does not import; it navigates away,/customer-audits,Import a customer audit,1. Click Import external audit,The import dialog,Navigates to /audits without opening the import dialog; the user must find and press Import External Audit again on the destination screen.,P2,UX,2/2,Navigation observed,New
PX-262,The Open Findings KPI does not increment when a finding is created,/audits Findings,Track open findings,1. Complete an audit with a failed control  2. Compare the KPI with the list,KPI matches the list,KPI reads 99 Open Findings; programmatic count of distinct finding references rendered on the same page is 100. Off by exactly one - the newly created finding - and it did not move when the audit was submitted.,P2,Data,2/2,KPI vs programmatic count of the same page,New
PX-265,Audit Template Library category filter contradicts the list count,/audit-templates,Filter templates,1. Read the chips and the list count,Consistent totals,Chips read All 14 while the list states 'Showing 23 of 23 templates'. 'All' appears to exclude the 9 Uncategorised templates.,P2,Data,2/2,Single screen,New
PX-266,Playwright automated-test fixtures are published templates in production,/audit-templates,Author and publish audit templates,1. Open the template library,Real templates only,"Ten templates labelled 'Playwright CUJ audit template' (CUJ-AT-08 sig, CUJ-AT-09 photo, CUJ-AT-10 mixed and others) are published, not drafts. These are browser-automation test fixtures from the development pipeline, live in the production library. Identifies the provenance behind PX-219.",P2,Data,2/2,Template library,New
PX-269,The HSEQ Inbox route is misspelled 'hsec',/admin/hsec-inbox,Reach the HSEQ inbox,1. Open Admin  2. Inspect the HSEQ Inbox link,Route spelled hseq,"Visible label is correct - 'HSEQ Inbox' (HSEQ appears 6 times in admin page text, HSEC 0 times) - but the route is /admin/hsec-inbox. URLs are user-visible, bookmarkable and shareable, and the misspelling likely exists in route definitions and component names, so a developer searching for 'hseq' will not find the module.",P2,Content,2/2,Route vs label comparison,New
PX-273,Engineer questions on policy campaigns sit unanswered,/admin/hsec-inbox,Answer an engineer's policy question,1. Open the HSEQ Question Inbox,Questions answered,"Two open questions against Equality, Diversity & Inclusion Policy v2.1: 18/07/2026 'Can you tell me the key items I need to know about this as a manager?' and 21/07/2026 'I do not understand sction 1.3 - please advise'. Both still open, 4 and 7 days after being asked. Real employees have asked for help with a policy they are required to acknowledge.",P2,Data,2/2,Inbox listing,New
PX-278,Portal submissions use a different reference format from admin-created records,/portal vs admin,Refer to a case,1. Compare a portal-created and an admin-created RTC,One reference convention,"Portal RTC: RTA-2026-017830B4 (hex). Admin-created RTC the same day: RTA-2026-0032 (sequential). Both sit at the top of the same register. Extends PX-126 - the dual-format problem is channel-driven: the portal mints hex references, the admin console sequential ones.",P2,Data,2/2,Both records in one register view,New
PX-283,Validation errors are displayed before the user has interacted with the form,/portal/report/complaint,Complete complainant details,1. Reach step 2,Errors on blur or submit,On first render of step 2 both 'Complainant Name is required' and 'Contact Details is required' are already shown in red beneath fields the user has not touched. The form greets the user with failure.,P2,UX,2/2,First render of step 2,New
PX-284,The workforce-roles banner is shown on a form with no visible role lookup,/portal/report/complaint,Diagnose a failed submission,1. Open the complaint form  2. Compare the banner with the fields,A warning that points at the real dependency,"The banner 'No workforce roles found. An admin must configure Lookups > Workforce Roles' persists across all three steps, yet the only role field - 'Role / Title' on step 2 - is free text with voice input, not a lookup. The dependency that actually breaks submission is invisible while a prominent warning points at an apparently unrelated field. This is why the 422 in PX-281 is undiagnosable from the interface.",P2,UX,2/2,Banner vs field inspection,New
PX-287,Internal delivery codenames exposed to users,/calendar and /safety-assets/:id,Read module copy,1. Open /calendar  2. Open any asset record,Product language,"Calendar renders 'Creating personal events, ICS sync, and rooms is Option C follow-on - not wired here.' Asset records render 'case linkage will be wired by AM-THREAD'. Release-plan references shown to end users as product copy.",P2,Content,2/2,Both screens,New
PX-289,Reference numbers wrap to three lines at every width below desktop,/incidents /rtas,Read a register on a laptop or tablet,1. View any register below 1512px,Reference on one line,INC-2026-0059 renders as three stacked fragments at 768px and 500px; the same was already observed for RTAs at desktop width. The primary identifier of every record is the least readable element on screen at the widths field staff use.,P2,UI,2/2,Screenshots at three viewports,New
PX-293,The Risk Register Export button is dead,/risk-register,Export the risk register,"1. Click Export (twice, coordinates verified against screenshot)","A file, or a dialog","No network request of any kind (filtered on export|csv|download and on api/v1 - only an unrelated auth/refresh), no dialog, no toast, no download. Targeted defect, not systemic - Van Checklist Export CSV works correctly (GET /vehicle-checklists/analytics/export/daily returns 200). The register holds 130 risks and is the artefact a director or client auditor would ask for offline.",P2,Functional,2/2,"Network capture across two attempts, plus a working export elsewhere as control",New
PX-294,HTML entities are double-escaped in the portal Track view,/portal/track,Track your own report,1. Submit a report containing an ampersand  2. View it in Track Reports,The literal character,"Input A&B displays correctly as A&B in the incidents register but as A&amp;B in /portal/track. Any report containing an ampersand - Health & Safety, M&E contractor, A&E attendance, wear & tear - displays corrupted to the employee tracking their own report. The escaping is correct in admin registers and wrong in the portal, so two views of the same record disagree.",P2,Data,2/2,Same record compared across both views,New
PX-302,'Contact Number' field is auto-prefilled with the user's email address,Portal /portal/report/incident step 2,Log an incident,1. Open the incident form  2. Advance to People & Location  3. Read the Contact Number field,"The user's phone number, or blank","The field labelled Contact Number, declared type='tel' and placeholdered '+44...', is prefilled with david.harris@plantexpand.com and persisted to the draft as person_contact. Every portal-raised incident will carry an unusable contact number; HSEQ staff ringing the reporter back on a live incident have no number. On a handset the field opens a numeric keypad containing an email address.",P2,Data,2/2,DOM inspection of input type and value; draft payload,New
PX-305,"Portal hub 'My Work' badge shows 1 when the user has 10 outstanding items, 4 overdue",/portal hub tile My Work -> /portal/work,Employee checks what is outstanding against them,1. Read the My Work tile badge on /portal  2. Open it and read the section counts,"Badge reflects the sum it advertises, or the subtitle is corrected","Tile reads 'My Work | 1 | Assigned actions and pending reading'. The page shows Assigned actions 9 with the banner '4 overdue on this page', plus Pending reading 1. Root cause confirmed in the network log: the hub only calls document-campaigns/my-assignments (total 2, one pending) and never queries assigned actions, so the badge counts pending reading only. On an HSEQ platform assigned actions are CAPA items with compliance deadlines; an employee who trusts the hub closes the app with four overdue actions outstanding.",P2,Data,2/2,"Hub DOM text, /portal/work page text, network request list, API payload",New
PX-306,All four intake form templates return HTTP 404; portal silently falls back to hard-coded forms,Portal - all four intake forms,Log any case,1. Open any portal intake form  2. Read the network log,Published template returned and driving the form,"Every form load fires GET /api/v1/admin/config/templates/by-slug/{slug} and receives 404: ENTITY_NOT_FOUND 'Form template not found or not published'. Verified for all four slugs in one authenticated pass - incident 404, near-miss 404, complaint 404, rta 404. The portal degrades silently to a hard-coded form (the 'v1' header) with no error surfaced to the user or to an administrator. A whole form-configuration subsystem is inert on the platform's most important journey, and any configuration an administrator makes will never reach employees. Also a standing 404 on every critical-journey page load, failing exit criterion 5.",P2,Functional,2/2,Passive network log plus direct authenticated GET on all four slugs,New
PX-307,Training modules with no due date are labelled 'Overdue',/portal/work Training compliance,Employee reviews training compliance,1. Open /portal/work  2. Expand Training compliance  3. Read the Needs attention list,"A distinct 'Not started' / 'No Atlas record' state, separate from Overdue","Eleven modules render an Overdue badge while their own subtitle reads 'QGP due not set - no Passed date in Atlas' (Appraisals, Atlas for Managers, Bullying & Harassment x2, CPR/First Aid, Fire Extinguisher Use, Fire Safety Awareness, Hand Hygiene, Personal appearance Part 1, RIDDOR, Anti-Bribery). An item with no due date cannot be past due; due==null is being rendered as Overdue, and these eleven inflate the headline overdue figure. Training compliance is reported to clients such as UKPN and National Grid - an overdue count inflated by items never scheduled is not defensible in an audit.",P2,Data,2/2,Full page text of the training section,New
PX-310,Same policy assigned twice to one employee; completing one does not satisfy the other,Document campaigns / portal pending reading,Read and acknowledge an assigned policy,1. Call GET /api/v1/document-campaigns/my-assignments  2. Inspect the items,"One live assignment per document per person, or completion recognised across duplicates","Returns total 2, both for 'Equality, Diversity & Inclusion _Policy_' - one completed (due 02/08/2026) and one pending (due 01/08/2026). The employee has already read and acknowledged this exact policy and is still shown as pending, which also drives the hub badge. Employees re-read policies they have signed for, and document-control audit trails show a person as non-compliant on a policy they completed. Related P3: the document title carries stray markdown debris - 'Equality, Diversity & Inclusion _Policy_v2.1' - rendered literally to employees.",P2,Data,2/2,API payload inspected twice,New
PX-311,Portal 404 drops the employee into the admin console shell with no route back to the portal,Portal unknown routes,Employee follows a stale or mistyped portal URL,1. Navigate to /portal/this-route-does-not-exist-uat,Portal-scoped 404 inside portal chrome with 'Back to Employee Portal',"The 404 renders inside the internal admin application shell - admin sidebar navigation present (Home, Library, Document campaigns; page text contains 'Safety & Cases' and 'Compliance & Sustainability') - and the two recovery buttons are 'Go back' and 'Go to Dashboard', where Dashboard is the admin console. Caveat recorded: this run is authenticated as a user holding admin rights so the visible admin navigation may be role-gated for a plain employee; the loss of portal context and the 'Go to Dashboard' recovery target are role-independent.",P2,UX,2/2,404 page text and navigation audit,New
PX-313,Help Centre advertises 23 knowledge-base articles; there are none,Portal /portal/help,Employee looks for help,1. Read the four category tiles  2. Open each category in turn and count the content,"Articles exist, or the counts are removed","Tiles advertise Reporting Issues 8 articles, Anonymous Reports 5, Tracking Status 6, Emergencies 4 - 23 in total. Each category shows exactly 2 FAQ entries and zero articles. Root cause confirmed in source: the counts are hard-coded literals in the bundle (count:5 on the anonymous category object) and are not derived from any content store. The search empty state 'No articles found' confirms articles are the intended model. The portal's only self-service support surface is 8 FAQs presented as a 23-article knowledge base.",P2,Content,2/2,Per-category filtering with counts; hard-coded literals located in the bundle,New
PX-314,'Was this helpful?' is a dead control - feedback is never sent anywhere,Portal /portal/help - every expanded FAQ,Employee gives feedback on help content,1. Expand any FAQ  2. Click thumbs-up  3. Click thumbs-down,"Feedback recorded, or the control removed","The buttons toggle a local highlight (bg-success to bg-destructive) and transmit nothing. Both window.fetch and XMLHttpRequest.prototype.open were instrumented across the interaction and recorded zero requests. No confirmation is shown and the state is component-local, lost on navigation. The user is shown an acknowledgement of feedback that is silently discarded, and Plantexpand will never learn which help content is failing employees. Related P3: both buttons are icon-only with aria-label null and title empty.",P2,Functional,2/2,fetch and XHR both instrumented; class-change capture before and after,New
PX-316,Report status displayed three different ways on one screen; raw database enums leak to employees,Portal /portal/track,Track your own report,1. Open /portal/track  2. Read the status of each report type,One consistent human-readable status vocabulary across all four report types,"The single list shows simultaneously: '[emoji] Submitted' (near misses), 'reported' (incidents and RTAs), 'received' (complaints). Two of the three are raw lowercase enum values, on the one screen whose purpose is telling the employee where their report stands. Root cause confirmed in the API payload: near miss returns status 'REPORTED' uppercase with status_label '[emoji] Submitted' mapped correctly, while incident/RTA/complaint return status 'reported' lowercase with status_label 'reported' - the API echoes the raw enum back as the display label because the label lookup only has entries for the uppercase values. Fix server-side: normalise status casing across modules and complete the status_label mapping; the client displays exactly what it is given.",P2,Data,2/2,UI capture and full API payload for all 11 reports,New
PX-325,"Photo/file upload has no size, type or count validation",Portal intake forms - evidence/photo upload,Attach photographic evidence to a report,1. Open a portal intake form  2. Reach the evidence step  3. Attach files,"Client-side size, type and count limits with clear feedback, and downscaling of large photos before upload","The shipped input is: <input type=file accept={field_type===image ? image/* : undefined} multiple onChange={s => c([...j, ...Array.from(s.target.files)])} class=hidden />. The handler appends every selected file unconditionally. No file-size check - the byte constant 1024*1024 appears ZERO times across all 15 deployed bundles. No file-type validation - accept is only an advisory picker filter and is bypassed by choosing All Files, and where field_type is not image accept is undefined so any file type is taken with no check at all. No count limit despite multiple. No duplicate detection - selecting the same file twice appends it twice. A modern phone photo is 5-12 MB; four photos of a damaged hydraulic line is a 20-50 MB multipart POST over 4G in a yard with no size warning and no confirmable client-side downscaling - and per PX-300 the draft does not survive the failure. This is the most likely real-world failure mode of the portal flagship journey. VERIFIED IN CODE, not functionally executed; API behaviour under a large payload is NOT TESTED.",P2,Functional,Code-verified,Deployed bundle: full file input and onChange handler quoted above; zero occurrences of a byte-size constant,New
PX-328,Voice input fails completely silently when the microphone permission is denied,Portal - every free-text field on the intake forms,Dictate a report description,1. Open /portal/report/near-miss and reach What Happened  2. Click the microphone button on any textarea,A clear adjacent message that the permission is blocked and how to fix it - the same treatment the GPS control gives,"navigator.permissions.query({name:microphone}) returns denied on this machine. Clicking the microphone button produces no response whatsoever: no error text, no state change on the button (class stays bg-primary/10 text-primary and never enters a recording or disabled state), no console output, and the textarea stays empty. Page text diffed before and after - zero characters changed. Tested three times with identical results. The same application handles this exact situation correctly for GPS (Location permission denied. Please enable location access in your browser settings.) and not at all for voice. The bundle does contain an onerror handler that builds a message string, so the handler exists and the message is simply never surfaced.",P2,UX,3/3,Permission state query; button class before/after; full page-text diff; console read,New
PX-329,"Form step renders completely blank when the tab loses visibility mid-transition, with Continue still enabled",Portal - all multi-step intake forms,Any portal report journey interrupted mid-step,"1. Begin a portal intake form  2. Press Continue  3. Background the tab (phone locks, incoming call, switch to camera app) during the step transition",Content mounts regardless of animation state; animations complete immediately when the document is hidden,"The outgoing panel is left at opacity:0 transform:translateX(20px), the incoming panel never mounts, and the user sees a completely empty form step - stepper showing 2 Location & Time, progress bar advanced, Continue enabled, nothing in between. Screenshot captured in a real browser. One WAAPI animation sits running at currentTime 0; requestAnimationFrame never fires, so the transition completion callback never runs and AnimatePresence never swaps children. Mobile browsers throttle animation frames in backgrounded tabs by exactly this mechanism, so a fitter whose phone locks or who takes a call mid-form is in the same state - and per PX-300 their draft is gone if they reload. Fix: complete or skip animations when document.hidden, and never gate content mounting on an animation completing.",P2,UX,4/4,evidence/PX-329-blank-step-panel-context.jpg plus computed-style captures of the stalled panel and getAnimations() state,New
PX-126,Two incompatible reference formats in one register,/incidents,Find a case by reference,1. Open /incidents  2. Read the REFERENCE column,One reference scheme,"Sequential INC-2026-0057 alongside hex INC-2026-CACDA723, INC-2026-64A4C7E4. Sorting and lookup by reference unreliable.",P3,Data,2/2,List capture,New
PX-131,Admin New Incident lookup fallback — needs re-verification once lookups are configured,/incidents New Incident modal,Classify an incident,1. Configure Incident Types and Severity Levels  2. Reopen the modal,The form honours configured lookups,"CORRECTED: the modal does call lookup/incident_types and lookup/severity_levels and appears to fall back to hardcoded values when they return empty — reasonable design. Residual concern: /admin/lookups tells the admin the form 'will show an empty dropdown', which is not what happens, and the channels may diverge once populated. Downgraded pending re-test.",P3,Functional,1/2,Network capture of lookup calls,Needs re-verification
PX-137,Engineer-facing language exposed throughout the investigation workspace,/investigations/:id,Investigate to closure,1. Open any investigation,Language matching the user's world,'Workflow status updates via PATCH'; 'save to persist via the investigation update API'; 'Read-only copy seeded from the source report'; '1 report section seeded'; 'WORKFLOW PROOF'.,P3,Content,2/2,Screen text,New
PX-138,Duplicated controls on the investigation workspace,/investigations/:id,Investigate to closure,1. Open any investigation  2. Count the controls,One control per action,'Open source report (incident)' appears three times; 'Create CAPA Action' twice.,P3,UI,2/2,Screen capture,New
PX-139,Internal numeric IDs exposed alongside user-facing references,/investigations/:id,Investigate to closure,1. Open an investigation  2. Read the source label,User-facing reference only,Reads 'Source: incident #20' rather than INC-2026-0020.,P3,UI,2/2,Header capture,New
PX-140,Investigation KPI tiles do not account for all records,/investigations,Oversee investigations,1. Open /investigations  2. Sum the tiles,Tiles account for every record,"Total 7, In Progress 0, Under Review 1, Completed 1. The 5 Draft investigations have no tile.",P3,UI,2/2,KPI row capture,New
PX-144,Raw permission constant shown to users,/investigations/:id Report,Omit a section from a customer pack,1. Open the Report tab,Plain-language permission requirement,'H&S Advisor/Admin approval required (investigation:approve_customer_omit)'.,P3,Content,2/2,Screen text,New
PX-145,'Add to timeline' control duplicated,/investigations/:id Timeline,Add a timeline entry,1. Open the Timeline tab,One control,Two identical 'Add to timeline' buttons rendered adjacently.,P3,UI,2/2,Screen capture,New
PX-154,Road traffic events are called three different things,"/rtas, portal intake, nav",Report a vehicle collision,"1. Compare the list heading, the intake card and the nav item",One term used consistently,"'Road Traffic Accidents' (list), 'Road Traffic Collision' (intake), 'RTAs' (nav/dashboard). 'Accident' also conflicts with modern UK safety practice, which avoids implying no preventable cause.",P3,Content,2/2,Three screens captured,New
PX-159,Double required-marker on a field label,/portal/report/near-miss-static,Report a near miss,1. Open the static near-miss form  2. Read the customer label,Single required marker,Renders 'Customer / Site **'.,P3,UI,2/2,Screen text,New
PX-161,/help returns 404,/help,Get help,1. Navigate to /help,A help destination,404 Page not found. Route is declared in the application bundle.,P3,Functional,2/2,404 capture,New
PX-163,Developer-facing string exposed on the dashboard,/dashboard,Read the dashboard,1. Open /dashboard,User-meaningful labelling,'Compact org view - dual role detected.' shown with no explanation of what it means or what the user should do.,P3,Content,2/2,Dashboard capture,New
PX-164,Severity and status values render lowercase,"/dashboard, /incidents",Read any register,1. Open /incidents,Consistent sentence or title case,"Renders 'low', 'medium', 'reported', 'closed' against Title/UPPERCASE headings elsewhere.",P3,UI,2/2,List capture,New
PX-166,Debug logging left enabled in production,"Console, portal forms",Any portal form use,1. Open a portal intake form  2. Read the console,No debug output in production,'[PortalDynamicForm] Route debug: Object' emitted repeatedly (4+ times per render).,P3,Content,2/2,Console excerpt,New
PX-175,Duplicate 'Start Investigation' buttons on the incident page,/incidents/:id,Start an investigation,1. Open an incident and count the controls,One control per action,"One in the header action bar, one in the Investigation & CAPA panel.",P3,UI,2/2,Accessibility tree lists both,New
PX-176,Empty 'Reported on' label on the incident header,/incidents/:id,View a case,1. Open any incident,A date after the label,Renders the label 'Reported on' followed by nothing.,P3,UI,2/2,Header capture,New
PX-187,Notifications use ISO dates while the rest of the platform uses dd/mm/yyyy,/notifications,Read notifications,1. Open /notifications,Consistent UK dd/mm/yyyy,"Campaign reminder reads 'by 2026-08-02' against dd/mm/yyyy elsewhere, plus relative '5d ago' in the same list — three date formats in one view.",P3,Content,2/2,Notification list,New
PX-188,Acronym casing in notifications,/notifications,Read notifications,1. Open /notifications,'RTA',Renders 'New rta assigned to you' with type label 'Rta'.,P3,Content,2/2,Notification list,New
PX-189,Developer language on the Workforce dashboard,/workforce/dashboard,Competency review,1. Open /workforce/dashboard,Language matching the user's world,'Matrix cells are competency status by asset type - not role_key allocation. Role-scoped requirements live on the employee profile (job_title = role_key).',P3,Content,2/2,Screen text,New
PX-191,Frontend build changed mid-run,Whole application,Release integrity,1. Compare console build stamps across the session,One build under test for the duration of a UAT run,Two bundles observed in one session: index--6-7Brjw.js (build ddfed003 @ 09:29) and index-BXBinxS6.js later. Findings therefore span more than one build; deploying to production mid-UAT undermines release-integrity discipline.,P3,Process,2/2,Console build stamps,New
PX-195,Analytics module distribution mixes period-scoped and all-time counts,/analytics,Trend reporting,1. Open /analytics  2. Read Module distribution,Comparable measures,"Incidents 22 is a period figure (register holds 59 all-time) while Risks 129 and Audits 45 are all-time totals, presented as comparable.",P3,Data,2/2,Module distribution panel,New
PX-198,Internal field keys rendered as labels in System Settings,/admin/settings,Configure the system,1. Open /admin/settings > Branding,Human-readable labels only,Displays company_name and company_logo_url beside their human labels.,P3,Content,2/2,Settings screen text,New
PX-201,'Audit this risk' offered on a road traffic collision,/rtas/:id,View a collision,1. Open any RTA,Correct noun for the record type,The RTA header renders 'Audit this risk' - the same label as the incident page. Wrong noun on a collision record.,P3,Content,2/2,RTA header,New
PX-209,Complaints use 'Priority' where incidents and RTAs use 'Severity',/complaints,Cross-module reporting,1. Compare register column headings,One term for one concept,Adds to the terminology inconsistency logged as PX-153.,P3,Content,2/2,Register headings,New
PX-215,Raw GUID exposed on the asset record,/safety-assets/:id,View an asset,1. Open any asset,No internal identifiers shown,Renders 'External ID 6a03cef1-7e69-45e0-b745-f675b942f57f' to end users.,P3,Content,2/2,Asset record,New
PX-222,Campaigns break the platform's reference convention,/documents/campaigns,Refer to a campaign,1. Read the campaign list,A XXX-2026-NNNN reference,"Listed as 'Campaign #16', '#15', '#14' - raw internal numbers, unlike every other module.",P3,Content,2/2,Campaign list,New
PX-237,A removed feature is referenced in the interface,/compliance-automation,Read compliance monitoring,1. Open Monitoring,No release notes in UI,Renders 'Score breakdown tab removed - open IMS for multi-scheme scores or Compliance Evidence for coverage.',P3,Content,2/2,Screen text,New
PX-246,Planet Mark YE2025 certification still shows Draft seven months after year end,/planet-mark,Produce carbon certification,1. Open Planet Mark,Certified status,"Certification Status reads Draft for the year ended 31 Dec 2025. A business observation rather than a software defect, but it is the certificate a client asks for and PX-243 means it is not on the shelf either.",P3,Data,2/2,Planet Mark year view,New
PX-247,Planet Mark view controls render twice,/planet-mark,Navigate the module,1. Open Planet Mark,One tab row,The tab row appears duplicated in the DOM. Same class as PX-138 and PX-145.,P3,UI,2/2,DOM text,New
PX-258,UVDB view controls render twice,/uvdb,Navigate the module,1. Open UVDB Achilles,One tab row,Tab row duplicated plus a redundant second Filter control. Same class as PX-247 and PX-138.,P3,UI,2/2,DOM text,New
PX-261,"Validation message appears at the foot of a long form, far from the offending field",/audits Import External Audit,Import an external audit,1. Submit with required fields empty,"Error adjacent to the field, focus moved to it","'Please choose the external audit type' renders at the bottom of a scrolling dialog while External Audit Program sits at the top, out of view; the form does not scroll to or focus the invalid field. Note also zero DOM required attributes - validation is JavaScript-only, so assistive technology gets no programmatic signal.",P3,Accessibility,2/2,Empty submit test,New
PX-267,A fifth date format appears in the platform,/risk-register,Read review dates,1. Open the overdue reviews panel,One UK format,"Renders '17 May 2026' alongside dd/mm/yyyy, 2026/07/24 16:45:53, 2026-02-20T00:00:00 and 2026-08-02 elsewhere. Five formats now observed across the platform.",P3,Content,2/2,Overdue reviews panel,New
PX-268,Raw field name in user-facing copy on the risk register,/risk-register,Read the overdue definition,1. Open the overdue reviews panel,Plain English,Renders 'a review is overdue when next_review_date is before today'.,P3,Content,2/2,Overdue reviews panel,New
PX-276,HTTP method exposed in user-facing copy,/investigations/:id,Read the investigation workspace,1. Open any investigation,Plain English,Renders 'Workflow status updates via PATCH.' to end users.,P3,Content,2/2,Workspace copy,New
PX-279,The RTC journey is called three different things within itself,/portal/report/rta,Report a collision,1. Walk the journey from selection to register,One consistent term,Selection card 'Road Traffic Collision' to form header 'RTA Report' to register 'Road Traffic Accidents' to generated title prefix 'RTA - single -'. Extends PX-154.,P3,Content,2/2,Journey walk,New
PX-280,Witness question on the RTC form is neither required nor defaulted,/portal/report/rta,Record witnesses to a collision,1. Reach step 3  2. Press Continue without answering,"Required, or explicitly defaulted","'Any witnesses?' carries no asterisk and Continue is enabled without an answer, so the step can be skipped silently. On a collision with liability implications, whether there were witnesses being optional is a gap.",P3,UX,2/2,Step 3 skip test,New
PX-290,Two H1 elements on one page,/incidents,Navigate by headings with a screen reader,1. Inspect heading structure,Exactly one H1 per document,"Two H1 elements render on the incidents page, breaking heading hierarchy for assistive technology.",P3,Accessibility,2/2,DOM inspection,New
PX-292,HTML tags are silently stripped from user input rather than escaped,/incidents New Incident modal,Enter technical text containing angle brackets,1. Enter 'voltage <b> 400V' style text  2. Save and reopen,Literal text preserved,"<b>bold</b> was stored as 'bold'. Safe, but the user's literal text is altered with no notice. Legitimate technical input such as 'voltage <b> 400V' or 'torque < 50Nm' would be silently mangled in a safety record.",P3,Data,2/2,"Edge-case payload submission, INC-2026-0060",New
PX-297,Employee Portal hub presents an 'Admin Login' tile to every employee,/portal hub,Employee uses the portal,1. Open /portal  2. Read the eighth tile  3. Click it,"Portal chrome contains no admin entry point, or it is role-gated","Tile 'Admin Login ->' sits alongside the employee tiles and routes to /dashboard, the internal admin console. Presented to a workforce whose portal is described in-product as 'Optimized for mobile devices'.",P3,UX,2/2,Hub tile routing table - all eight tiles clicked and destinations recorded,New
PX-298,Infinite pulse animation on the portal notification badge,/portal hub,Any portal use,1. Open /portal  2. Observe the My Work badge,"Animation stops, or respects reduced-motion (it does)","The badge runs an infinite 2s pulse animation. Credited: it is correctly gated behind motion-safe, so users with reduced-motion preferences are unaffected. Logged only because a permanently animating element in peripheral vision is fatiguing on a screen a fitter returns to many times a day.",P3,UX,2/2,Computed style inspection,New
PX-299,Customer shown to employees as a raw database slug,/portal/track and portal report titles,Track your own report,1. Open /portal/track  2. Read the report titles,Customer display name,"Titles render as 'Near Miss - plantexpand_ltd', 'Incident Report - plantexpand', 'Customer Complaint - ukpn'. The underscore slug and lowercase key are shown directly to employees where 'Plantexpand Ltd' and 'UK Power Networks' are meant.",P3,Data,2/2,Track list capture and API payload,New
PX-303,Customer picker is in no discernible order,"Portal - all intake forms, step 1",Log any case,1. Open any portal intake form  2. Open Select Customer,"Alphabetical, or recent/frequent first","Order presented: DEFRA, Openreach, Thames Water, Cadent, Network Rail, UKPN, Novuna, Plantexpand Ltd. Not alphabetical, not by volume, not grouped. Tolerable at 8 entries, unusable as the customer list grows.",P3,UX,2/2,Option order captured,New
PX-304,Unnamed icon button in portal form header,Portal intake form headers,Any portal report journey,1. Open any portal intake form  2. Inspect the header control,Accessible name on every control,The header back control is a button with no text content and no aria-label. Announced as 'button' with no name.,P3,Accessibility,2/2,DOM audit of all buttons on the page,New
PX-308,"QGP marks training 'Overdue' that Atlas shows as still in date, with no reconciliation on the card",/portal/work Training compliance,Employee reviews training compliance,1. Open /portal/work  2. Read any card showing a future Atlas expiry,Per-item explanation of the conflict,"On one card: 'DSE Display Screen Equipment - Overdue - Atlas expiry 31/10/2026 - QGP due 31/10/2025, last passed 31/10/2024' with today 25/07/2026. Same on Health & Safety Awareness (Atlas expiry 02/11/2026), Manual Handling (02/11/2027), Young persons (02/11/2026). This is by design - the page footnote explains QGP applies stricter Plantexpand frequency rules to Atlas Passed dates - but each card shows a future Atlas expiry next to the word Overdue with no per-item explanation, so it reads as a bug and invites employees to disregard it.",P3,Content,2/2,Training card text captured,New
PX-309,'Next due' points at a date in the past,/portal/work Training compliance summary,Employee reviews training compliance,1. Open /portal/work  2. Read the training summary line,The next upcoming due date,Reads 'Next due: DSE Display Screen Equipment on 31/10/2025'. Today is 25/07/2026. The field is showing the oldest overdue item rather than the next upcoming one.,P3,Content,2/2,Summary line captured,New
PX-317,Date format is inconsistent between portal screens,Portal /portal/track vs /portal/work,Any portal use,1. Read dates on /portal/track  2. Read dates on /portal/work,dd/mm/yyyy throughout,/portal/track renders '25 Jul 2026'; /portal/work renders '31/10/2025' and '01/08/2026'. Two formats inside the same portal.,P3,UI,2/2,Both screens captured,New
PX-318,Report titles are inconsistently generated,Portal /portal/track,Track your own report,1. Open /portal/track  2. Read the titles,One consistent titling rule,"The list mixes descriptive titles taken from the report ('TEST-UAT-0725 Hydraulic hose burst, Bay 3') with generic type-plus-slug titles ('Incident Report - plantexpand', 'Near Miss - plantexpand_ltd', 'Customer Complaint - ukpn'). The generic form also exposes the raw customer slug. An employee scanning their list cannot distinguish two generically-titled reports of the same type.",P3,UI,2/2,Track list capture,New
PX-319,Hub tile promises a reference-number lookup the page does not offer,/portal hub -> /portal/track,Track a report by reference,1. Read the Track My Report tile subtitle  2. Open the page and look for a reference lookup,The advertised lookup exists,Tile reads 'Track My Report - Check status with reference number'. /portal/track contains no reference-number lookup; it lists the signed-in user's own reports and nothing else (the single input on the page is the type filter). Related to PX-312: the Help Centre's promised 'secret tracking code' lookup for anonymous reports has no route in the application.,P3,Content,2/2,Tile text and page control inventory,New
